Date,Company,Open,Close,High,Low,Volume,Market_Cap
2023-07-02,Google,932.27,605.97,1256.95,101.8,6444544,61.36
2023-07-03,Google,795.47,1303.71,1082.1,268.22,40092355,50.36
2023-07-04,Google,1482.9,669.53,743.08,848.38,12343171,1248.41
2023-07-05,Google,291.02,559.53,177.14,1045.18,20415897,1326.73
2023-07-06,Google,1073.2,735.59,697.65,684.43,3929795,628.97
2023-07-07,Google,666.05,1167.43,756.63,1122.95,38287920,646.82
2023-07-08,Google,699.48,276.4,1399.98,830.61,7496776,685.59
2023-07-09,Google,1104.64,374.99,997.52,203.85,17808562,1363.52
2023-07-10,Google,1069.41,1432.02,536.31,368.82,13139820,125.69
2023-07-11,Google,1487.76,345.69,835.45,1276.0,13949507,1858.94
2023-07-12,Google,279.75,894.82,192.48,1114.88,5926788,452.82
2023-07-13,Google,245.75,911.04,1461.6,1352.67,31844140,1999.35
2023-07-14,Google,1114.07,785.47,604.08,264.58,4294742,351.33
2023-07-15,Google,909.74,1002.64,769.01,1486.31,19661391,1545.38
2023-07-16,Google,483.82,421.76,597.4,393.17,28243492,454.59
2023-07-17,Google,211.19,873.73,1055.52,116.49,11290759,170.89
2023-07-18,Google,219.92,621.04,1027.13,1496.39,39645181,1751.12
2023-07-19,Google,1351.87,1026.33,1101.45,493.5,17584182,1718.92
2023-01-01,Microsoft,368.61,297.71,475.4,1035.23,15154683,813.11
2023-01-02,Microsoft,552.72,899.23,541.94,347.36,1531562,1407.77
2023-01-03,Microsoft,417.32,359.38,275.35,912.32,12511503,1118.56
2023-01-04,Microsoft,596.99,490.1,1017.71,1365.65,21987268,1707.38
2023-01-05,Microsoft,197.19,406.19,155.72,548.25,44405007,636.96
2023-01-06,Microsoft,826.68,355.97,936.76,1038.36,25615174,1052.11
2023-01-07,Microsoft,194.66,1256.0,1317.57,363.07,23556210,975.89
2023-01-08,Microsoft,1220.5,499.99,1347.17,974.71,6443961,714.27
2023-01-09,Microsoft,427.2,1397.97,728.65,571.03,13309678,1784.0
2023-01-10,Microsoft,856.02,1457.9,743.03,395.69,43835095,340.1
2023-01-11,Microsoft,1332.11,899.76,207.76,538.45,17949723,307.52
2023-01-12,Microsoft,1011.23,300.2,1039.07,350.38,21653321,1158.05
2023-01-13,Microsoft,846.14,624.37,1249.76,1362.68,34431880,1318.41
2023-01-14,Microsoft,554.07,1216.83,442.52,656.06,32977420,397.29
2023-01-15,Microsoft,566.2,614.35,689.82,443.39,13805935,787.53
2023-01-16,Microsoft,1037.28,221.82,1274.38,727.77,38045410,1893.66
2023-01-17,Microsoft,1491.8,879.5,1327.97,548.75,19142574,500.77
2023-01-18,Microsoft,1026.57,1283.17,440.45,1142.19,25186320,1340.04
2023-01-19,Microsoft,880.9,1214.3,870.8,1459.71,12601645,1482.9
2023-01-20,Microsoft,1122.91,345.17,369.49,713.25,47069235,901.78
2023-01-21,Microsoft,751.29,1041.87,242.63,1305.45,26667599,1875.68
2023-01-22,Microsoft,184.2,408.71,1375.57,892.21,15018356,1475.95
2023-01-23,Microsoft,887.22,405.49,1248.71,320.13,17962855,921.27
2023-01-24,Microsoft,1440.68,1323.7,1164.05,1066.87,6802494,1142.98
2023-01-25,Microsoft,345.42,449.54,168.27,818.81,32352046,1388.3
2023-01-26,Microsoft,1066.01,468.55,1281.22,1010.85,21306500,1188.46
2023-01-27,Microsoft,381.31,100.91,713.26,1345.56,32373317,1758.61
2023-01-28,Microsoft,850.16,1318.94,579.35,716.61,17600283,720.21
2023-01-29,Microsoft,235.35,1209.63,865.07,1361.65,28681786,606.77
2023-01-30,Microsoft,730.52,978.26,227.89,1150.94,41150781,435.54
2023-01-31,Microsoft,1158.63,1150.37,1159.31,784.05,48877572,85.19
2023-02-01,Microsoft,586.6,312.87,915.41,944.51,25759728,95.6
2023-02-02,Microsoft,1030.88,741.65,361.23,555.81,47998310,1741.41
2023-02-03,Microsoft,1213.63,591.71,363.53,1477.04,29563301,1360.0
2023-02-04,Microsoft,1398.05,231.29,357.95,1034.29,25982913,1324.46
2023-02-05,Microsoft,428.5,780.58,179.8,161.39,13432678,1233.14
2023-02-06,Microsoft,659.04,1389.04,922.92,557.27,27787495,1699.95
2023-02-07,Microsoft,313.38,156.08,1276.49,972.64,5463588,965.73
2023-02-08,Microsoft,1489.48,508.05,124.5,178.87,6568250,1742.12
2023-02-09,Microsoft,1397.8,390.56,168.61,133.44,8053905,725.3
2023-02-10,Microsoft,855.94,433.41,901.88,730.03,43818287,1854.15
2023-02-11,Microsoft,1278.85,1371.81,1247.29,565.77,31691339,1400.33
2023-02-12,Microsoft,829.34,755.3,557.43,713.62,13748964,521.78
2023-02-13,Microsoft,973.02,752.82,589.46,467.77,46315365,1132.53
2023-02-14,Microsoft,224.77,1164.81,934.89,330.6,33513934,1070.73
2023-02-15,Microsoft,1157.38,316.29,483.9,1064.8,45656134,284.42
2023-02-16,Microsoft,278.8,782.17,137.25,820.4,43072141,1186.57
2023-02-17,Microsoft,1256.49,701.98,1129.32,380.22,36044928,636.42
2023-02-18,Microsoft,1194.84,935.67,975.91,547.43,30901413,114.17
2023-02-19,Microsoft,1092.24,1499.38,913.06,928.53,41318914,1897.83
2023-02-20,Microsoft,150.62,1177.23,1138.36,201.12,18433444,1286.57
2023-02-21,Microsoft,524.38,657.01,1045.32,306.43,24281322,1755.07
2023-02-22,Microsoft,468.36,1258.57,388.23,202.54,5553804,1355.35
2023-02-23,Microsoft,604.19,338.99,593.47,1237.24,6618735,720.4
2023-02-24,Microsoft,222.7,142.65,276.55,1153.37,34706065,1030.25
2023-02-25,Microsoft,1411.74,386.23,281.8,1154.64,47022526,1354.74
2023-02-26,Microsoft,875.32,576.58,1046.67,1102.86,44026128,1920.9
2023-02-27,Microsoft,527.73,814.81,1302.04,1037.14,7516682,514.8
2023-02-28,Microsoft,655.77,961.18,1447.83,767.79,37908627,1751.2
2023-03-01,Microsoft,726.08,1374.85,979.69,999.19,3941449,1848.91
2023-03-02,Microsoft,940.83,813.8,357.74,153.71,8232540,1344.13
2023-03-03,Microsoft,821.95,801.79,247.91,970.05,7755631,1863.22
2023-03-04,Microsoft,1387.15,170.34,1237.99,1189.03,45930017,801.78
2023-03-05,Microsoft,795.75,148.88,910.26,800.5,21891069,1906.5
2023-03-06,Microsoft,1489.02,871.62,965.6,600.52,18943155,1408.54
2023-03-07,Microsoft,1291.99,713.45,1194.05,488.4,43255849,93.59
2023-03-08,Microsoft,391.91,1274.85,1084.59,999.92,27940172,1814.68
2023-03-09,Microsoft,1402.83,324.95,1268.24,1069.92,5375979,974.1
2023-03-10,Microsoft,262.91,134.96,178.7,1319.35,7909286,926.05
2023-03-11,Microsoft,1244.43,728.65,1146.53,579.27,18664959,1137.27
2023-03-12,Microsoft,632.87,432.47,1291.19,1177.68,15432245,307.28
2023-03-13,Microsoft,1329.16,169.46,500.59,885.9,18172185,943.64
2023-03-14,Microsoft,1315.28,1114.44,996.63,1335.97,33469851,1663.94
2023-03-15,Microsoft,1228.3,256.23,539.83,838.94,49907852,40.81
2023-03-16,Microsoft,1206.04,951.65,1441.16,824.68,1855243,553.11
2023-03-17,Microsoft,526.55,493.47,146.79,909.03,44721259,14.88
2023-03-18,Microsoft,213.29,342.89,911.71,1149.04,4059867,837.27
2023-03-19,Microsoft,664.17,631.65,333.1,1450.57,3213889,1459.35
2023-03-20,Microsoft,342.93,1222.02,1097.11,202.99,20330404,1599.56
2023-03-21,Microsoft,1072.93,648.93,346.25,174.81,46853473,1890.93
2023-03-22,Microsoft,584.54,1151.08,429.54,1412.57,1642006,1220.92
2023-03-23,Microsoft,1465.85,275.68,792.12,841.83,47466105,516.71
2023-03-24,Microsoft,997.36,1181.88,1380.77,960.86,17138732,1849.05
2023-03-25,Microsoft,1251.47,431.71,396.4,775.39,38065372,1552.88
2023-03-26,Microsoft,285.53,1048.35,301.94,231.12,5119586,1153.11
2023-03-27,Microsoft,1306.82,892.09,1162.57,1175.33,30827146,1394.32
2023-03-28,Microsoft,1391.86,1400.8,800.87,1146.11,23793504,1849.39
2023-03-29,Microsoft,781.89,642.25,1376.5,536.38,15410098,1427.66
2023-03-30,Microsoft,948.75,192.63,305.26,528.73,45520010,743.07
2023-03-31,Microsoft,1170.73,126.82,1004.3,1272.98,40698760,1428.93
2023-04-01,Microsoft,344.77,1257.6,426.03,201.3,39020862,90.15
2023-04-02,Microsoft,803.59,834.63,319.46,1333.55,38692168,778.97
2023-04-03,Microsoft,658.13,1185.34,1056.8,459.33,11905574,818.58
2023-04-04,Microsoft,304.92,428.2,931.16,930.18,38894447,342.01
2023-04-05,Microsoft,614.55,583.12,1156.76,1410.39,29905692,55.94
2023-04-06,Microsoft,195.44,142.15,533.25,1049.37,32188131,275.43
2023-04-07,Microsoft,136.14,1446.09,727.16,680.2,10446879,1312.7
2023-04-08,Microsoft,289.23,1035.02,667.66,1065.35,39845894,1606.55
2023-04-09,Microsoft,1448.36,1406.49,1477.73,581.57,19119030,1976.52
2023-04-10,Microsoft,869.34,471.69,509.15,488.16,23736091,699.26
2023-04-11,Microsoft,1452.15,956.05,512.74,1495.36,2332907,1202.76
2023-04-12,Microsoft,705.5,1049.9,596.37,1151.11,14487357,1874.92
2023-04-13,Microsoft,536.54,544.57,890.43,1002.61,26818833,342.41
2023-04-14,Microsoft,808.6,1287.35,453.25,597.41,15441860,1438.11
2023-04-15,Microsoft,715.32,1426.03,1381.41,168.83,22490902,1512.41
2023-04-16,Microsoft,247.93,1338.8,471.96,143.48,44560310,187.06
2023-04-17,Microsoft,997.16,1134.69,1354.14,875.85,10397333,1723.89
2023-04-18,Microsoft,402.45,488.45,244.87,1166.85,7438505,1628.08
2023-04-19,Microsoft,967.42,494.26,1019.19,852.33,6680935,76.47
2023-04-20,Microsoft,1010.28,1448.7,1369.78,1277.1,19276882,191.26
2023-04-21,Microsoft,312.83,114.4,336.25,146.8,28059246,107.76
2023-04-22,Microsoft,185.89,1102.47,1455.66,613.45,4509312,676.14
2023-04-23,Microsoft,1193.07,1088.74,734.04,431.9,38643202,1023.49
2023-04-24,Microsoft,743.72,971.77,1424.0,726.18,43179034,1069.37
2023-04-25,Microsoft,181.43,1486.15,1047.55,201.33,46819261,542.66
2023-04-26,Microsoft,1492.81,536.63,522.22,1435.78,20983425,1824.08
2023-04-27,Microsoft,180.89,575.96,363.62,412.56,9189792,742.84
2023-04-28,Microsoft,1073.05,210.52,525.23,1391.23,41814035,100.64
2023-04-29,Microsoft,1477.15,719.92,230.22,696.25,21419677,607.45
2023-04-30,Microsoft,434.85,465.47,301.42,1479.73,31682729,1066.91
2023-05-01,Microsoft,299.15,580.74,246.52,875.68,42193604,822.36
2023-05-02,Microsoft,269.94,1268.4,692.12,1403.17,22659057,554.95
2023-05-03,Microsoft,524.59,1409.68,1213.81,107.49,38346644,271.33
2023-05-04,Microsoft,241.46,360.03,297.94,1147.53,29873017,1640.14
2023-05-05,Microsoft,1069.03,621.51,282.45,1364.27,20989070,1992.33
2023-05-06,Microsoft,187.21,1400.08,1000.8,295.61,46407443,665.79
2023-05-07,Microsoft,813.19,186.53,376.06,234.58,42969159,769.43
2023-05-08,Microsoft,1495.38,229.3,236.65,694.4,18419248,1239.89
2023-05-09,Microsoft,1239.56,327.91,333.59,1407.15,14748382,1439.7
2023-05-10,Microsoft,961.31,933.3,1393.22,859.34,12930260,790.14
2023-05-11,Microsoft,528.76,310.66,1250.06,838.44,22403485,1810.81
2023-05-12,Microsoft,973.45,1455.31,595.69,297.58,18870781,1124.41
2023-05-13,Microsoft,837.86,725.4,1018.15,101.11,30120090,906.28
2023-05-14,Microsoft,696.52,802.13,852.19,1234.2,46921753,1296.88
2023-05-15,Microsoft,282.99,445.32,1047.97,222.6,8346585,1906.08
2023-05-16,Microsoft,1341.25,759.34,1055.74,987.39,2590745,1591.16
2023-05-17,Microsoft,729.7,1026.68,980.23,1380.46,23387904,89.63
2023-05-18,Microsoft,372.47,1151.65,472.54,392.11,38127690,671.3
2023-05-19,Microsoft,614.86,1155.42,154.61,1031.38,15260288,946.38
2023-05-20,Microsoft,679.78,909.05,737.79,210.18,20152862,635.89
2023-05-21,Microsoft,1258.55,1366.1,1347.36,945.26,23119695,1403.37
2023-05-22,Microsoft,1127.06,1244.37,897.3,329.5,38305845,1654.28
2023-05-23,Microsoft,1177.03,1159.87,1265.35,1130.33,40138965,1465.38
2023-05-24,Microsoft,115.44,177.85,1488.27,521.72,43485097,1978.77
2023-05-25,Microsoft,682.62,109.63,329.06,748.75,7243246,552.37
2023-05-26,Microsoft,773.88,397.43,1068.49,939.2,37277456,1751.23
2023-05-27,Microsoft,126.87,1028.93,1044.01,339.78,10745693,1535.58
2023-05-28,Microsoft,463.74,675.68,1471.94,1138.29,18089545,730.74
2023-05-29,Microsoft,1164.41,663.37,1479.84,523.7,2706722,1470.91
2023-05-30,Microsoft,291.95,1338.42,1061.35,1027.32,11193081,217.11
2023-05-31,Microsoft,849.43,1353.79,441.06,321.6,38094996,1580.77
2023-06-01,Microsoft,401.28,1372.85,1217.98,1063.36,4165317,1069.34
2023-06-02,Microsoft,116.97,539.43,249.84,279.46,40062338,591.66
2023-06-03,Microsoft,437.68,1067.48,1192.98,695.5,17708392,1315.0
2023-06-04,Microsoft,1466.22,480.29,1374.27,446.09,39402260,1286.82
2023-06-05,Microsoft,1222.15,366.85,635.97,1147.73,28010577,426.88
2023-06-06,Microsoft,1443.41,358.49,982.89,466.85,32473141,70.49
2023-06-07,Microsoft,783.0,578.95,702.2,1334.4,26781819,872.91
2023-06-08,Microsoft,253.63,701.94,712.87,1348.55,38709399,1143.33
2023-06-09,Microsoft,867.14,1263.33,534.52,375.02,47125082,1754.44
2023-06-10,Microsoft,736.13,267.85,1166.98,959.38,2364981,1857.15
2023-06-11,Microsoft,1282.1,1128.9,1410.65,222.8,9119363,1062.32
2023-06-12,Microsoft,237.32,844.04,1417.05,648.15,7627735,1510.07
2023-06-13,Microsoft,783.54,503.12,344.69,1098.65,42893415,884.21
2023-06-14,Microsoft,310.07,789.95,1324.64,1023.19,16258732,1494.7
2023-06-15,Microsoft,554.55,519.92,1132.4,974.58,44864137,417.56
2023-06-16,Microsoft,1132.3,934.51,453.97,495.56,37280897,748.42
2023-06-17,Microsoft,766.43,707.38,194.2,629.23,13239527,1272.11
2023-06-18,Microsoft,626.24,330.17,475.2,244.12,26386245,46.13
2023-06-19,Microsoft,652.27,263.22,1377.09,1106.63,20830127,1447.7
2023-06-20,Microsoft,743.23,865.37,986.45,805.44,35847505,1672.72
2023-06-21,Microsoft,1199.02,1363.38,1109.48,1092.27,27899280,804.29
2023-06-22,Microsoft,1348.92,581.54,460.01,448.52,21345701,901.41
2023-06-23,Microsoft,1437.47,1126.2,1107.14,554.21,3141549,1704.05
2023-06-24,Microsoft,1201.66,1022.13,139.37,567.9,37515101,1553.55
2023-06-25,Microsoft,541.57,1404.18,625.45,136.04,9182420,583.42
2023-06-26,Microsoft,1063.39,1249.37,977.45,577.47,36058569,654.71
2023-06-27,Microsoft,712.64,893.25,304.54,1224.63,33344439,1360.97
2023-06-28,Microsoft,456.54,1019.84,1252.21,1356.22,34831564,1130.76
2023-06-29,Microsoft,1277.22,1357.74,429.04,825.51,14790283,332.84
2023-06-30,Microsoft,153.8,659.33,1013.19,737.7,16238152,626.76
2023-07-01,Microsoft,1362.47,557.51,667.28,143.15,19782403,1800.97
2023-07-02,Microsoft,746.07,115.14,934.46,1330.89,30518630,1379.47
2023-07-03,Microsoft,992.08,1257.17,250.43,118.21,29737303,1972.09
2023-07-04,Microsoft,1023.1,1221.37,123.68,1422.65,40054965,1536.35
2023-07-05,Microsoft,1353.16,246.24,1373.39,784.9,26112550,1884.53
2023-07-06,Microsoft,991.34,907.6,477.48,578.71,36696004,440.22
2023-07-07,Microsoft,959.51,749.57,1247.55,1393.91,6708593,1545.25
2023-07-08,Microsoft,193.31,266.19,1499.09,134.15,30976451,50.23
2023-07-09,Microsoft,825.77,1472.8,396.0,913.99,40231026,1344.81
2023-07-10,Microsoft,310.24,400.57,471.24,868.51,41663603,943.87
2023-07-11,Microsoft,1132.41,194.13,1028.0,407.05,10634425,700.05
2023-07-12,Microsoft,817.11,932.79,1451.63,700.44,13252153,1726.18
2023-07-13,Microsoft,1052.32,1134.41,1382.14,1013.17,46618794,1709.99
2023-07-14,Microsoft,158.34,145.42,804.03,1117.98,14634586,54.38
2023-07-15,Microsoft,218.71,1022.2,1213.15,101.0,28991969,1222.92
2023-07-16,Microsoft,1102.85,845.21,290.04,1411.59,4748688,741.99
2023-07-17,Microsoft,200.92,244.57,1468.41,330.34,14931876,837.17
2023-07-18,Microsoft,199.76,341.53,1450.09,427.01,2712189,1665.76
2023-07-19,Microsoft,116.95,895.16,329.22,468.86,40638077,626.58
2023-01-01,Amazon,1439.1,514.9,519.19,152.95,6368229,1886.67
2023-01-02,Amazon,1132.51,1413.64,240.22,272.27,39323993,367.47
2023-01-03,Amazon,594.55,1246.24,480.4,1480.89,16295096,1328.82
2023-01-04,Amazon,515.15,1476.99,1242.34,541.3,13700198,1347.49
2023-01-05,Amazon,589.58,463.54,629.64,261.42,6156219,511.87
2023-01-06,Amazon,1184.51,1457.61,223.76,249.79,20997972,656.25
2023-01-07,Amazon,1025.92,703.73,579.12,1107.24,39667694,1671.25
2023-01-08,Amazon,359.27,586.53,1473.94,1296.4,10323634,1525.99
2023-01-09,Amazon,343.75,170.49,981.56,459.73,32044108,664.9
2023-01-10,Amazon,237.75,173.87,682.63,129.27,1605599,1072.57
2023-01-11,Amazon,1024.42,1068.82,333.15,412.33,10316514,132.74
2023-01-12,Amazon,1170.12,741.1,1480.65,179.12,27161938,425.4
2023-01-13,Amazon,471.06,417.13,1249.19,244.75,7896525,976.78
2023-01-14,Amazon,129.32,959.56,494.07,704.11,23580911,181.09
2023-01-15,Amazon,215.04,454.0,198.1,421.89,4041658,1688.23
2023-01-16,Amazon,1455.0,908.68,179.28,822.32,44597123,1438.83
2023-01-17,Amazon,513.62,602.89,268.53,454.89,45970156,1887.83
2023-01-18,Amazon,1176.91,1252.97,913.08,1416.75,15799847,1390.0
2023-01-19,Amazon,974.53,1248.97,1400.27,1368.32,9550162,1881.4
2023-01-20,Amazon,634.72,768.29,795.44,893.53,34733732,1113.48
2023-01-21,Amazon,387.96,591.15,1280.12,596.19,4753281,1204.44
2023-01-22,Amazon,269.94,607.58,724.24,633.61,37755274,1954.17
2023-01-23,Amazon,961.02,1228.0,1092.02,676.59,31764588,1287.84
2023-01-24,Amazon,1184.49,559.45,1124.62,1118.61,22177942,71.27
2023-01-25,Amazon,1001.47,392.68,343.55,732.29,43656201,1450.37
2023-01-26,Amazon,842.42,218.56,605.7,1299.42,17898500,1811.88
2023-01-27,Amazon,158.73,753.37,992.22,1421.73,13453580,1593.2
2023-01-28,Amazon,1455.88,774.98,198.98,570.32,40744937,1171.83
2023-01-29,Amazon,1218.2,1277.27,606.16,884.97,2190866,1345.89
2023-01-30,Amazon,509.95,409.73,848.72,233.08,27548135,1980.48
2023-01-31,Amazon,1471.96,633.39,1494.71,380.66,26778353,190.42
2023-02-01,Amazon,942.63,1231.77,764.35,678.85,45861346,1337.82
2023-02-02,Amazon,915.39,1253.07,1242.48,388.68,25299863,573.96
2023-02-03,Amazon,1147.3,638.46,704.89,1327.18,5498448,1283.78
2023-02-04,Amazon,1236.48,742.77,1214.95,321.6,40352521,1219.17
2023-02-05,Amazon,1019.07,524.6,933.58,737.93,31759595,315.38
2023-02-06,Amazon,279.33,1405.58,1341.23,947.98,34716118,421.43
2023-02-07,Amazon,573.57,266.1,675.32,1068.61,6959429,1247.04
2023-02-08,Amazon,1399.32,1407.25,946.03,636.3,26707713,265.18
2023-02-09,Amazon,414.46,1057.41,982.03,1316.74,2666196,537.71
2023-02-10,Amazon,621.03,844.2,684.34,895.65,44377014,1672.14
2023-02-11,Amazon,704.91,145.72,302.04,715.31,5921207,660.91
2023-02-12,Amazon,715.17,765.83,230.98,194.14,21860962,981.24
2023-02-13,Amazon,958.12,670.85,123.34,750.57,12995164,1882.87
2023-02-14,Amazon,1420.31,325.71,1322.95,1249.03,24449820,462.03
2023-02-15,Amazon,436.97,1018.97,431.06,960.36,4030948,785.36
2023-02-16,Amazon,270.1,1459.61,396.11,1265.03,27114838,1216.85
2023-02-17,Amazon,376.46,887.06,1130.45,791.62,49524640,1513.12
2023-02-18,Amazon,1341.69,1100.65,548.02,265.85,25247687,1804.29
2023-02-19,Amazon,1004.14,195.83,808.46,119.1,6482571,1831.79
2023-02-20,Amazon,500.27,684.73,327.52,524.51,43235567,1555.51
2023-02-21,Amazon,1242.33,262.9,1443.64,1077.19,27357257,464.38
2023-02-22,Amazon,1305.92,957.91,1292.21,1206.36,17423028,59.37
2023-02-23,Amazon,1285.12,1413.88,1309.31,514.05,1810713,773.71
2023-02-24,Amazon,1386.5,1026.49,669.48,793.92,32986409,291.68
2023-02-25,Amazon,453.14,207.52,1167.31,689.57,35663163,1423.67
2023-02-26,Amazon,1157.06,596.53,301.43,674.73,49130342,1325.65
2023-02-27,Amazon,744.76,870.93,112.07,423.89,5512761,97.5
2023-02-28,Amazon,1278.8,664.49,127.96,290.92,38742018,1674.82
2023-03-01,Amazon,1119.89,1267.1,921.24,375.36,21440897,505.0
2023-03-02,Amazon,1187.03,1240.54,737.55,177.47,21706821,870.13
2023-03-03,Amazon,1018.63,956.56,825.22,377.38,42792584,1339.19
2023-03-04,Amazon,348.4,622.84,110.45,112.88,22490505,864.54
2023-03-05,Amazon,863.04,457.47,691.76,978.16,48334435,888.16
2023-03-06,Amazon,1478.54,248.22,1105.3,542.93,35372840,140.6
2023-03-07,Amazon,1412.34,596.86,719.77,1462.4,28930327,808.87
2023-03-08,Amazon,160.44,678.44,1125.11,371.2,37804565,1532.05
2023-03-09,Amazon,330.74,1046.15,426.23,584.16,38278192,1831.2
2023-03-10,Amazon,284.42,1021.42,1238.4,600.98,44931853,832.86
2023-03-11,Amazon,1116.37,198.15,923.8,111.83,41372649,852.94
2023-03-12,Amazon,1244.9,653.36,395.07,1274.89,3760620,1408.23
2023-03-13,Amazon,398.92,354.49,431.41,144.79,25670251,1886.12
2023-03-14,Amazon,808.19,319.54,979.24,1416.25,3341978,541.45
2023-03-15,Amazon,1276.98,1258.22,1261.92,1348.9,4399584,885.89
2023-03-16,Amazon,1125.92,158.68,681.88,849.73,14346619,1593.99
2023-03-17,Amazon,859.13,686.86,461.62,861.03,9908245,1223.29
2023-03-18,Amazon,926.49,335.49,1313.82,1015.29,7019676,230.07
2023-03-19,Amazon,811.7,1331.06,1036.98,641.87,10420626,1259.19
2023-03-20,Amazon,516.57,879.86,727.32,1006.11,46416428,381.63
2023-03-21,Amazon,891.03,423.93,783.06,162.68,39257146,1025.33
2023-03-22,Amazon,1064.44,803.4,385.96,175.67,16733529,1062.92
2023-03-23,Amazon,1322.65,1124.08,977.52,740.12,11182101,1753.64
2023-03-24,Amazon,990.81,1441.37,602.24,869.47,33317460,930.36
2023-03-25,Amazon,1165.57,408.62,1493.9,1342.94,14401315,566.09
2023-03-26,Amazon,324.1,1340.65,772.26,246.52,8914871,469.62
2023-03-27,Amazon,746.18,1408.03,780.24,1251.71,1658561,1749.76
2023-03-28,Amazon,113.06,1382.99,892.19,394.07,46325998,350.31
2023-03-29,Amazon,445.35,989.58,1383.46,651.72,27847645,857.48
2023-03-30,Amazon,1117.05,981.75,1221.15,543.24,39887194,382.47
2023-03-31,Amazon,1488.53,664.49,731.58,660.22,32757382,1548.88
2023-04-01,Amazon,238.85,1153.36,1106.18,310.69,34240467,954.0
2023-04-02,Amazon,662.09,843.81,920.73,805.0,4413553,708.78
2023-04-03,Amazon,1220.1,1048.41,789.31,1222.3,36698454,728.59
2023-04-04,Amazon,385.65,699.84,369.24,718.15,13449164,1705.91
2023-04-05,Amazon,877.12,1124.1,749.51,786.86,36864912,1112.01
2023-04-06,Amazon,1126.3,1254.26,444.15,1288.27,3256376,1438.56
2023-04-07,Amazon,962.38,305.01,1380.78,1088.48,36177357,1795.11
2023-04-08,Amazon,363.23,1266.1,569.57,786.64,32645971,1804.47
2023-04-09,Amazon,597.54,856.42,1433.17,460.77,22554043,663.73
2023-04-10,Amazon,1197.31,1282.53,846.28,1338.9,31351372,1905.38
2023-04-11,Amazon,875.92,703.82,984.16,907.83,40621634,59.5
2023-04-12,Amazon,107.32,630.66,860.12,409.61,40645145,759.9
2023-04-13,Amazon,1165.39,1381.09,281.13,476.77,19361297,1792.64
2023-04-14,Amazon,149.44,451.64,626.15,1224.39,28573471,556.53
2023-04-15,Amazon,1144.03,1281.9,238.8,161.8,6014477,553.43
2023-04-16,Amazon,383.47,777.63,972.14,1488.93,28676846,612.22
2023-04-17,Amazon,1441.3,819.73,725.62,282.49,35795394,1228.5
2023-04-18,Amazon,615.12,531.86,1189.18,1214.5,44255168,882.28
2023-04-19,Amazon,557.7,902.26,408.66,652.69,32979097,1456.2
2023-04-20,Amazon,308.44,555.3,330.39,789.1,40364503,1790.87
2023-04-21,Amazon,527.85,154.98,668.87,1332.91,1107042,1351.66
2023-04-22,Amazon,1327.31,480.8,1397.22,678.08,5962317,416.89
2023-04-23,Amazon,1494.87,108.93,1094.59,852.49,16336642,1866.04
2023-04-24,Amazon,615.63,1469.7,686.49,169.02,12715980,536.34
2023-04-25,Amazon,728.05,1452.05,824.18,103.29,29239278,308.29
2023-04-26,Amazon,1110.9,653.22,217.9,442.72,13029233,189.03
2023-04-27,Amazon,1340.67,1119.72,1478.41,1052.82,7675789,1131.13
2023-04-28,Amazon,930.26,584.13,1032.97,269.77,22605076,236.39
2023-04-29,Amazon,648.14,1039.53,499.57,259.27,17283033,286.16
2023-04-30,Amazon,677.67,1227.6,920.13,675.34,23089730,607.06
2023-05-01,Amazon,1073.87,1425.46,253.28,1006.97,42274034,570.49
2023-05-02,Amazon,104.51,660.3,1452.17,1096.9,32595971,1212.44
2023-05-03,Amazon,967.43,1196.62,344.7,349.83,40202467,1635.32
2023-05-04,Amazon,597.69,472.3,1007.24,211.42,23038322,1525.09
2023-05-05,Amazon,1211.88,1486.47,443.64,1416.56,4171050,532.34
2023-05-06,Amazon,230.19,136.08,1104.59,464.93,44895552,498.17
2023-05-07,Amazon,923.48,944.94,1187.55,1294.69,16614446,1931.93
2023-05-08,Amazon,773.36,1023.31,1042.79,1308.89,28357811,26.39
2023-05-09,Amazon,999.26,1063.26,960.3,1181.53,1073079,1760.64
2023-05-10,Amazon,190.8,268.54,1349.46,336.37,14655434,407.46
2023-05-11,Amazon,911.98,1413.94,210.08,1250.52,24056282,1895.1
2023-05-12,Amazon,886.08,353.66,563.28,1176.95,11124284,691.19
2023-05-13,Amazon,884.92,971.85,447.6,935.41,10285773,886.3
2023-05-14,Amazon,944.88,411.75,1483.22,572.08,4152981,1417.17
2023-05-15,Amazon,1047.06,530.1,645.15,467.51,12305005,1179.46
2023-05-16,Amazon,1226.98,865.04,1125.66,270.64,18759051,642.7
2023-05-17,Amazon,477.75,684.07,1058.62,813.66,25427757,1112.12
2023-05-18,Amazon,1255.07,324.32,396.91,919.37,38292041,1464.11
2023-05-19,Amazon,797.56,339.31,434.6,603.07,35509372,94.25
2023-05-20,Amazon,207.88,685.4,493.8,765.5,2198061,32.29
2023-05-21,Amazon,181.97,1160.2,675.58,608.92,3323985,921.55
2023-05-22,Amazon,567.93,1357.15,428.06,997.41,2247880,272.35
2023-05-23,Amazon,1198.86,217.78,127.51,1361.76,31258064,1332.05
2023-05-24,Amazon,1090.75,650.35,1331.15,329.49,34308389,435.96
2023-05-25,Amazon,1204.06,240.34,1451.85,633.97,33983655,871.37
2023-05-26,Amazon,824.18,123.23,578.2,297.22,27528441,403.37
